rxn00001	diphosphate phosphohydrolase
rxn36153	alcohol dehydrogenase [NAD(P)+]
rxn36154	alcohol dehydrogenase [NAD(P)+]
rxn36155	alcohol dehydrogenase [NAD(P)+]
rxn36156	alcohol dehydrogenase [NAD(P)+]
rxn36157	alcohol dehydrogenase [NAD(P)+]
rxn36158	alcohol dehydrogenase [NAD(P)+]
rxn36159	alcohol dehydrogenase [NAD(P)+]
rxn36160	alcohol dehydrogenase [NAD(P)+]
rxn36161	alcohol dehydrogenase [NAD(P)+]
rxn36162	alcohol dehydrogenase [NAD(P)+]
rxn36163	alcohol dehydrogenase [NAD(P)+]
rxn36164	alcohol dehydrogenase [NAD(P)+]
rxn36165	alcohol dehydrogenase [NAD(P)+]
rxn36166	alcohol dehydrogenase [NAD(P)+]
rxn36167	alcohol dehydrogenase [NAD(P)+]
rxn36168	alcohol dehydrogenase [NAD(P)+]
rxn36169	alcohol dehydrogenase [NAD(P)+]
rxn36170	alcohol dehydrogenase [NAD(P)+]
rxn36171	alcohol dehydrogenase [NAD(P)+]
rxn36172	alcohol dehydrogenase [NAD(P)+]
rxn36173	alcohol dehydrogenase [NAD(P)+]
rxn36174	alcohol dehydrogenase [NAD(P)+]
rxn36175	alcohol dehydrogenase [NAD(P)+]
rxn36176	alcohol dehydrogenase [NAD(P)+]
rxn36177	alcohol dehydrogenase [NAD(P)+]
rxn36178	alcohol dehydrogenase [NAD(P)+]
rxn36179	alcohol dehydrogenase [NAD(P)+]
rxn36180	alcohol dehydrogenase [NAD(P)+]
rxn36181	alcohol dehydrogenase [NAD(P)+]
rxn36182	alcohol dehydrogenase [NAD(P)+]
rxn36183	alcohol dehydrogenase [NAD(P)+]
rxn36184	alcohol dehydrogenase [NAD(P)+]
rxn36185	alcohol dehydrogenase [NAD(P)+]
rxn36186	alcohol dehydrogenase [NAD(P)+]
rxn36187	alcohol dehydrogenase [NAD(P)+]
rxn36188	alcohol dehydrogenase [NAD(P)+]
rxn36189	alcohol dehydrogenase [NAD(P)+]
rxn36190	alcohol dehydrogenase [NAD(P)+]
rxn36191	alcohol dehydrogenase [NAD(P)+]
rxn36192	alcohol dehydrogenase [NAD(P)+]
rxn36193	alcohol dehydrogenase [NAD(P)+]
rxn36194	alcohol dehydrogenase [NAD(P)+]
rxn36195	alcohol dehydrogenase [NAD(P)+]
rxn36196	alcohol dehydrogenase [NAD(P)+]
rxn36197	alcohol dehydrogenase [NAD(P)+]
rxn36198	alcohol dehydrogenase [NAD(P)+]
rxn36199	alcohol dehydrogenase [NAD(P)+]
rxn36200	alcohol dehydrogenase [NAD(P)+]
rxn36201	alcohol dehydrogenase [NAD(P)+]
rxn36202	alcohol dehydrogenase [NAD(P)+]
rxn36203	alcohol dehydrogenase [NAD(P)+]
rxn36204	alcohol dehydrogenase [NAD(P)+]
rxn36205	alcohol dehydrogenase [NAD(P)+]
rxn36206	alcohol dehydrogenase [NAD(P)+]
rxn36207	alcohol dehydrogenase [NAD(P)+]
rxn36208	alcohol dehydrogenase [NAD(P)+]
rxn36209	alcohol dehydrogenase [NAD(P)+]
rxn36210	alcohol dehydrogenase [NAD(P)+]
rxn36211	alcohol dehydrogenase [NAD(P)+]
rxn36212	alcohol dehydrogenase [NAD(P)+]
rxn36213	alcohol dehydrogenase [NAD(P)+]
rxn36214	alcohol dehydrogenase [NAD(P)+]
rxn36215	alcohol dehydrogenase [NAD(P)+]
rxn36216	alcohol dehydrogenase [NAD(P)+]
rxn36217	alcohol dehydrogenase [NAD(P)+]
rxn36218	alcohol dehydrogenase [NAD(P)+]
rxn36219	alcohol dehydrogenase [NAD(P)+]
rxn36220	alcohol dehydrogenase [NAD(P)+]
rxn36221	alcohol dehydrogenase [NAD(P)+]
rxn36222	alcohol dehydrogenase [NAD(P)+]
rxn36223	alcohol dehydrogenase [NAD(P)+]
rxn36224	alcohol dehydrogenase [NAD(P)+]
rxn36225	alcohol dehydrogenase [NAD(P)+]
rxn36226	alcohol dehydrogenase [NAD(P)+]
rxn36227	alcohol dehydrogenase [NAD(P)+]
rxn36228	alcohol dehydrogenase [NAD(P)+]
rxn36229	alcohol dehydrogenase [NAD(P)+]
rxn36230	alcohol dehydrogenase [NAD(P)+]
rxn36231	alcohol dehydrogenase [NAD(P)+]
rxn36232	alcohol dehydrogenase [NAD(P)+]
rxn36233	alcohol dehydrogenase [NAD(P)+]
rxn36234	alcohol dehydrogenase [NAD(P)+]
rxn36235	alcohol dehydrogenase [NAD(P)+]
rxn36236	alcohol dehydrogenase [NAD(P)+]
rxn36237	alcohol dehydrogenase [NAD(P)+]
rxn36238	alcohol dehydrogenase [NAD(P)+]
rxn36239	alcohol dehydrogenase [NAD(P)+]
rxn36240	alcohol dehydrogenase [NAD(P)+]
rxn36241	alcohol dehydrogenase [NAD(P)+]
rxn36242	alcohol dehydrogenase [NAD(P)+]
rxn36243	alcohol dehydrogenase [NAD(P)+]
rxn36244	alcohol dehydrogenase [NAD(P)+]
rxn36245	alcohol dehydrogenase [NAD(P)+]
rxn36246	alcohol dehydrogenase [NAD(P)+]
rxn36247	alcohol dehydrogenase [NAD(P)+]
rxn36248	alcohol dehydrogenase [NAD(P)+]
rxn36249	alcohol dehydrogenase [NAD(P)+]
rxn36250	alcohol dehydrogenase [NAD(P)+]
rxn36251	alcohol dehydrogenase [NAD(P)+]
rxn36252	alcohol dehydrogenase [NAD(P)+]
rxn36253	alcohol dehydrogenase [NAD(P)+]
rxn36254	alcohol dehydrogenase [NAD(P)+]
rxn36255	alcohol dehydrogenase [NAD(P)+]
rxn36256	alcohol dehydrogenase [NAD(P)+]
rxn36257	alcohol dehydrogenase [NAD(P)+]
rxn36258	alcohol dehydrogenase [NAD(P)+]
rxn36259	alcohol dehydrogenase [NAD(P)+]
rxn36260	alcohol dehydrogenase [NAD(P)+]
rxn36261	alcohol dehydrogenase [NAD(P)+]
rxn36262	alcohol dehydrogenase [NAD(P)+]
rxn36263	alcohol dehydrogenase [NAD(P)+]
rxn36264	alcohol dehydrogenase [NAD(P)+]
rxn36265	alcohol dehydrogenase [NAD(P)+]
rxn36266	alcohol dehydrogenase [NAD(P)+]
rxn36267	alcohol dehydrogenase [NAD(P)+]
rxn36268	alcohol dehydrogenase [NAD(P)+]
rxn36269	alcohol dehydrogenase [NAD(P)+]
rxn36270	alcohol dehydrogenase [NAD(P)+]
rxn36271	alcohol dehydrogenase [NAD(P)+]
rxn36272	alcohol dehydrogenase [NAD(P)+]
rxn36273	alcohol dehydrogenase [NAD(P)+]
rxn36274	alcohol dehydrogenase [NAD(P)+]
rxn36275	alcohol dehydrogenase [NAD(P)+]
rxn36276	alcohol dehydrogenase [NAD(P)+]
rxn36277	alcohol dehydrogenase [NAD(P)+]
rxn36278	alcohol dehydrogenase [NAD(P)+]
rxn36279	alcohol dehydrogenase [NAD(P)+]
rxn36280	alcohol dehydrogenase [NAD(P)+]
rxn36281	alcohol dehydrogenase [NAD(P)+]
rxn36282	alcohol dehydrogenase [NAD(P)+]
rxn36283	alcohol dehydrogenase [NAD(P)+]
rxn36284	alcohol dehydrogenase [NAD(P)+]
rxn36285	alcohol dehydrogenase [NAD(P)+]
rxn36286	alcohol dehydrogenase [NAD(P)+]
rxn36287	alcohol dehydrogenase [NAD(P)+]
rxn36288	alcohol dehydrogenase [NAD(P)+]
rxn36289	alcohol dehydrogenase [NAD(P)+]
rxn36290	alcohol dehydrogenase [NAD(P)+]
rxn36291	alcohol dehydrogenase [NAD(P)+]
rxn36292	alcohol dehydrogenase [NAD(P)+]
rxn36293	alcohol dehydrogenase [NAD(P)+]
rxn36294	alcohol dehydrogenase [NAD(P)+]
rxn36295	alcohol dehydrogenase [NAD(P)+]
rxn36296	alcohol dehydrogenase [NAD(P)+]
rxn36297	alcohol dehydrogenase [NAD(P)+]
rxn36298	alcohol dehydrogenase [NAD(P)+]
rxn36299	alcohol dehydrogenase [NAD(P)+]
rxn36300	alcohol dehydrogenase [NAD(P)+]
rxn36301	alcohol dehydrogenase [NAD(P)+]
rxn36302	alcohol dehydrogenase [NAD(P)+]
rxn36303	alcohol dehydrogenase [NAD(P)+]
rxn36304	alcohol dehydrogenase [NAD(P)+]
rxn36305	alcohol dehydrogenase [NAD(P)+]
rxn36306	alcohol dehydrogenase [NAD(P)+]
rxn36307	alcohol dehydrogenase [NAD(P)+]
rxn36308	alcohol dehydrogenase [NAD(P)+]
rxn36309	alcohol dehydrogenase [NAD(P)+]
rxn36310	alcohol dehydrogenase [NAD(P)+]
rxn36311	alcohol dehydrogenase [NAD(P)+]
rxn36312	alcohol dehydrogenase [NAD(P)+]
rxn36313	alcohol dehydrogenase [NAD(P)+]
rxn36314	alcohol dehydrogenase [NAD(P)+]
rxn36315	alcohol dehydrogenase [NAD(P)+]
rxn36316	alcohol dehydrogenase [NAD(P)+]
rxn36317	alcohol dehydrogenase [NAD(P)+]
rxn36318	alcohol dehydrogenase [NAD(P)+]
rxn36319	alcohol dehydrogenase [NAD(P)+]
rxn36320	alcohol dehydrogenase [NAD(P)+]
rxn36321	alcohol dehydrogenase [NAD(P)+]
rxn36322	alcohol dehydrogenase [NAD(P)+]
rxn36323	alcohol dehydrogenase [NAD(P)+]
rxn36324	alcohol dehydrogenase [NAD(P)+]
rxn36325	alcohol dehydrogenase [NAD(P)+]
rxn36326	alcohol dehydrogenase [NAD(P)+]
rxn36327	alcohol dehydrogenase [NAD(P)+]
rxn36328	alcohol dehydrogenase [NAD(P)+]
rxn36329	alcohol dehydrogenase [NAD(P)+]
rxn36330	aldehyde dehydrogenase [NAD(P)+]
rxn36331	aldehyde dehydrogenase [NAD(P)+]
rxn36332	aldehyde dehydrogenase [NAD(P)+]
rxn36333	aldehyde dehydrogenase [NAD(P)+]
rxn36334	aldehyde dehydrogenase [NAD(P)+]
rxn36335	aldehyde dehydrogenase [NAD(P)+]
rxn36336	aldehyde dehydrogenase [NAD(P)+]
rxn36337	aldehyde dehydrogenase [NAD(P)+]
rxn36338	aldehyde dehydrogenase [NAD(P)+]
rxn36339	aldehyde dehydrogenase [NAD(P)+]
rxn36340	aldehyde dehydrogenase [NAD(P)+]
rxn36341	aldehyde dehydrogenase [NAD(P)+]
rxn36342	aldehyde dehydrogenase [NAD(P)+]
rxn36343	aldehyde dehydrogenase [NAD(P)+]
rxn36344	aldehyde dehydrogenase [NAD(P)+]
rxn36345	aldehyde dehydrogenase [NAD(P)+]
rxn36346	aldehyde dehydrogenase [NAD(P)+]
rxn36347	aldehyde dehydrogenase [NAD(P)+]
rxn36348	aldehyde dehydrogenase [NAD(P)+]
rxn36349	aldehyde dehydrogenase [NAD(P)+]
rxn36350	aldehyde dehydrogenase [NAD(P)+]
rxn36351	aldehyde dehydrogenase [NAD(P)+]
rxn36352	aldehyde dehydrogenase [NAD(P)+]
rxn36353	aldehyde dehydrogenase [NAD(P)+]
rxn36354	aldehyde dehydrogenase [NAD(P)+]
rxn36355	aldehyde dehydrogenase [NAD(P)+]
rxn36356	aldehyde dehydrogenase [NAD(P)+]
rxn36357	aldehyde dehydrogenase [NAD(P)+]
rxn36358	aldehyde dehydrogenase [NAD(P)+]
rxn36359	aldehyde dehydrogenase [NAD(P)+]
rxn36360	aldehyde dehydrogenase [NAD(P)+]
rxn36361	aldehyde dehydrogenase [NAD(P)+]
rxn36362	aldehyde dehydrogenase [NAD(P)+]
rxn36363	aldehyde dehydrogenase [NAD(P)+]
rxn36364	aldehyde dehydrogenase [NAD(P)+]
rxn36365	aldehyde dehydrogenase [NAD(P)+]
rxn36366	aldehyde dehydrogenase [NAD(P)+]
rxn36367	aldehyde dehydrogenase [NAD(P)+]
rxn36368	aldehyde dehydrogenase [NAD(P)+]
rxn36369	aldehyde dehydrogenase [NAD(P)+]
rxn36370	aldehyde dehydrogenase [NAD(P)+]
rxn36371	aldehyde dehydrogenase [NAD(P)+]
rxn36372	aldehyde dehydrogenase [NAD(P)+]
rxn36373	aldehyde dehydrogenase [NAD(P)+]
rxn36374	aldehyde dehydrogenase [NAD(P)+]
rxn36375	aldehyde dehydrogenase [NAD(P)+]
rxn36376	aldehyde dehydrogenase [NAD(P)+]
rxn36377	aldehyde dehydrogenase [NAD(P)+]
rxn36378	aldehyde dehydrogenase [NAD(P)+]
rxn36379	aldehyde dehydrogenase [NAD(P)+]
rxn36380	aldehyde dehydrogenase [NAD(P)+]
rxn36381	aldehyde dehydrogenase [NAD(P)+]
rxn36382	aldehyde dehydrogenase [NAD(P)+]
rxn36383	aldehyde dehydrogenase [NAD(P)+]
rxn36384	aldehyde dehydrogenase [NAD(P)+]
rxn36385	aldehyde dehydrogenase [NAD(P)+]
rxn36386	aldehyde dehydrogenase [NAD(P)+]
rxn36387	aldehyde dehydrogenase [NAD(P)+]
rxn36388	aldehyde dehydrogenase [NAD(P)+]
rxn36389	aldehyde dehydrogenase [NAD(P)+]
rxn36390	aldehyde dehydrogenase [NAD(P)+]
rxn36391	aldehyde dehydrogenase [NAD(P)+]
rxn36392	aldehyde dehydrogenase [NAD(P)+]
rxn36393	aldehyde dehydrogenase [NAD(P)+]
rxn36394	aldehyde dehydrogenase [NAD(P)+]
rxn36395	aldehyde dehydrogenase [NAD(P)+]
rxn36396	aldehyde dehydrogenase [NAD(P)+]
rxn36397	aldehyde dehydrogenase [NAD(P)+]
rxn36398	aldehyde dehydrogenase [NAD(P)+]
rxn36399	aldehyde dehydrogenase [NAD(P)+]
rxn36400	aldehyde dehydrogenase [NAD(P)+]
rxn36401	aldehyde dehydrogenase [NAD(P)+]
rxn36402	aldehyde dehydrogenase [NAD(P)+]
rxn36403	aldehyde dehydrogenase [NAD(P)+]
rxn36404	aldehyde dehydrogenase [NAD(P)+]
rxn36405	aldehyde dehydrogenase [NAD(P)+]
rxn36406	aldehyde dehydrogenase [NAD(P)+]
rxn36407	aldehyde dehydrogenase [NAD(P)+]
rxn36408	aldehyde dehydrogenase [NAD(P)+]
rxn36409	aldehyde dehydrogenase [NAD(P)+]
rxn36410	aldehyde dehydrogenase [NAD(P)+]
rxn36411	aldehyde dehydrogenase [NAD(P)+]
rxn36412	aldehyde dehydrogenase [NAD(P)+]
rxn36413	aldehyde dehydrogenase [NAD(P)+]
rxn36414	aldehyde dehydrogenase [NAD(P)+]
rxn36415	aldehyde dehydrogenase [NAD(P)+]
rxn36416	aldehyde dehydrogenase [NAD(P)+]
rxn36417	aldehyde dehydrogenase [NAD(P)+]
rxn36418	aldehyde dehydrogenase [NAD(P)+]
rxn36419	aldehyde dehydrogenase [NAD(P)+]
rxn36420	aldehyde dehydrogenase [NAD(P)+]
rxn36421	aldehyde dehydrogenase [NAD(P)+]
rxn36422	aldehyde dehydrogenase [NAD(P)+]
rxn36423	aldehyde dehydrogenase [NAD(P)+]
rxn36424	aldehyde dehydrogenase [NAD(P)+]
rxn36425	aldehyde dehydrogenase [NAD(P)+]
rxn36426	aldehyde dehydrogenase [NAD(P)+]
rxn36427	aldehyde dehydrogenase [NAD(P)+]
rxn36428	aldehyde dehydrogenase [NAD(P)+]
rxn36429	aldehyde dehydrogenase [NAD(P)+]
rxn36430	aldehyde dehydrogenase [NAD(P)+]
rxn36431	aldehyde dehydrogenase [NAD(P)+]
rxn36432	aldehyde dehydrogenase [NAD(P)+]
rxn36433	aldehyde dehydrogenase [NAD(P)+]
rxn36434	aldehyde dehydrogenase [NAD(P)+]
rxn36435	aldehyde dehydrogenase [NAD(P)+]
rxn36436	aldehyde dehydrogenase [NAD(P)+]
rxn36437	aldehyde dehydrogenase [NAD(P)+]
rxn36438	aldehyde dehydrogenase [NAD(P)+]
rxn36439	aldehyde dehydrogenase [NAD(P)+]
rxn36440	aldehyde dehydrogenase [NAD(P)+]
rxn36441	aldehyde dehydrogenase [NAD(P)+]
rxn36442	aldehyde dehydrogenase [NAD(P)+]
rxn36443	aldehyde dehydrogenase [NAD(P)+]
rxn36444	aldehyde dehydrogenase [NAD(P)+]
rxn36445	aldehyde dehydrogenase [NAD(P)+]
rxn36446	aldehyde dehydrogenase [NAD(P)+]
rxn36447	aldehyde dehydrogenase [NAD(P)+]
rxn36448	aldehyde dehydrogenase [NAD(P)+]
rxn36449	aldehyde dehydrogenase [NAD(P)+]
rxn36450	aldehyde dehydrogenase [NAD(P)+]
rxn36451	aldehyde dehydrogenase [NAD(P)+]
rxn36452	aldehyde dehydrogenase [NAD(P)+]
rxn36453	aldehyde dehydrogenase [NAD(P)+]
rxn36454	aldehyde dehydrogenase [NAD(P)+]
rxn36455	aldehyde dehydrogenase [NAD(P)+]
rxn36456	aldehyde dehydrogenase [NAD(P)+]
rxn36457	aldehyde dehydrogenase [NAD(P)+]
rxn36458	aldehyde dehydrogenase [NAD(P)+]
rxn36459	aldehyde dehydrogenase [NAD(P)+]
rxn36460	aldehyde dehydrogenase [NAD(P)+]
rxn36461	aldehyde dehydrogenase [NAD(P)+]
rxn36462	aldehyde dehydrogenase [NAD(P)+]
rxn36463	aldehyde dehydrogenase [NAD(P)+]
rxn36464	aldehyde dehydrogenase [NAD(P)+]
rxn36465	aldehyde dehydrogenase [NAD(P)+]
rxn36466	aldehyde dehydrogenase [NAD(P)+]
rxn36467	aldehyde dehydrogenase [NAD(P)+]
rxn36468	aldehyde dehydrogenase [NAD(P)+]
rxn36469	aldehyde dehydrogenase [NAD(P)+]
rxn36470	aldehyde dehydrogenase [NAD(P)+]
rxn36471	aldehyde dehydrogenase [NAD(P)+]
rxn36472	aldehyde dehydrogenase [NAD(P)+]
rxn36473	aldehyde dehydrogenase [NAD(P)+]
rxn36474	aldehyde dehydrogenase [NAD(P)+]
rxn36475	aldehyde dehydrogenase [NAD(P)+]
rxn36476	aldehyde dehydrogenase [NAD(P)+]
rxn36477	aldehyde dehydrogenase [NAD(P)+]
rxn36478	aldehyde dehydrogenase [NAD(P)+]
rxn36479	aldehyde dehydrogenase [NAD(P)+]
rxn36480	aldehyde dehydrogenase [NAD(P)+]
rxn36481	aldehyde dehydrogenase [NAD(P)+]
rxn36482	aldehyde dehydrogenase [NAD(P)+]
rxn36483	aldehyde dehydrogenase [NAD(P)+]
rxn36484	aldehyde dehydrogenase [NAD(P)+]
rxn36485	aldehyde dehydrogenase [NAD(P)+]
rxn36486	aldehyde dehydrogenase [NAD(P)+]
rxn36487	aldehyde dehydrogenase [NAD(P)+]
rxn36488	aldehyde dehydrogenase [NAD(P)+]
rxn36489	aldehyde dehydrogenase [NAD(P)+]
rxn36490	aldehyde dehydrogenase [NAD(P)+]
rxn36491	aldehyde dehydrogenase [NAD(P)+]
rxn36492	aldehyde dehydrogenase [NAD(P)+]
rxn36493	aldehyde dehydrogenase [NAD(P)+]
rxn36494	aldehyde dehydrogenase [NAD(P)+]
rxn36495	aldehyde dehydrogenase [NAD(P)+]
rxn36496	aldehyde dehydrogenase [NAD(P)+]
rxn36497	aldehyde dehydrogenase [NAD(P)+]
rxn36498	aldehyde dehydrogenase [NAD(P)+]
rxn36499	aldehyde dehydrogenase [NAD(P)+]
rxn36500	aldehyde dehydrogenase [NAD(P)+]
rxn36501	aldehyde dehydrogenase [NAD(P)+]
rxn36502	aldehyde dehydrogenase [NAD(P)+]
rxn36503	aldehyde dehydrogenase [NAD(P)+]
rxn36504	aldehyde dehydrogenase [NAD(P)+]
rxn36505	aldehyde dehydrogenase [NAD(P)+]
rxn36506	aldehyde dehydrogenase [NAD(P)+]
rxn36507	aldehyde dehydrogenase [NAD(P)+]
rxn36508	aldehyde dehydrogenase [NAD(P)+]
rxn36509	aldehyde dehydrogenase [NAD(P)+]
rxn36510	aldehyde dehydrogenase [NAD(P)+]
rxn36511	aldehyde dehydrogenase [NAD(P)+]
rxn36512	aldehyde dehydrogenase [NAD(P)+]
rxn36513	aldehyde dehydrogenase [NAD(P)+]
rxn36514	aldehyde dehydrogenase [NAD(P)+]
rxn36515	aldehyde dehydrogenase [NAD(P)+]
rxn36516	aldehyde dehydrogenase [NAD(P)+]
rxn36517	aldehyde dehydrogenase [NAD(P)+]
rxn36518	aldehyde dehydrogenase [NAD(P)+]
rxn36519	aldehyde dehydrogenase [NAD(P)+]
rxn36520	aldehyde dehydrogenase [NAD(P)+]
rxn36521	aldehyde dehydrogenase [NAD(P)+]
rxn36522	aldehyde dehydrogenase [NAD(P)+]
rxn36523	aldehyde dehydrogenase [NAD(P)+]
rxn36524	aldehyde dehydrogenase [NAD(P)+]
rxn36525	aldehyde dehydrogenase [NAD(P)+]
rxn36526	aldehyde dehydrogenase [NAD(P)+]
rxn36527	aldehyde dehydrogenase [NAD(P)+]
rxn36528	aldehyde dehydrogenase [NAD(P)+]
rxn36529	aldehyde dehydrogenase [NAD(P)+]
rxn36530	aldehyde dehydrogenase [NAD(P)+]
rxn36531	aldehyde dehydrogenase [NAD(P)+]
rxn36532	aldehyde dehydrogenase [NAD(P)+]
rxn36533	aldehyde dehydrogenase [NAD(P)+]
rxn36534	aldehyde dehydrogenase [NAD(P)+]
rxn36535	aldehyde dehydrogenase [NAD(P)+]
rxn36536	aldehyde dehydrogenase [NAD(P)+]
rxn36537	aldehyde dehydrogenase [NAD(P)+]
rxn36538	aldehyde dehydrogenase [NAD(P)+]
rxn36539	aldehyde dehydrogenase [NAD(P)+]
rxn36540	aldehyde dehydrogenase [NAD(P)+]
rxn36541	aldehyde dehydrogenase [NAD(P)+]
rxn36542	aldehyde dehydrogenase [NAD(P)+]
rxn36543	aldehyde dehydrogenase [NAD(P)+]
rxn36544	aldehyde dehydrogenase [NAD(P)+]
rxn36545	aldehyde dehydrogenase [NAD(P)+]
rxn36546	aldehyde dehydrogenase [NAD(P)+]
rxn36547	aldehyde dehydrogenase [NAD(P)+]
rxn36548	aldehyde dehydrogenase [NAD(P)+]
rxn36549	aldehyde dehydrogenase [NAD(P)+]
rxn36550	aldehyde dehydrogenase [NAD(P)+]
rxn36551	aldehyde dehydrogenase [NAD(P)+]
rxn36552	aldehyde dehydrogenase [NAD(P)+]
rxn36553	aldehyde dehydrogenase [NAD(P)+]
rxn36554	aldehyde dehydrogenase [NAD(P)+]
rxn36555	aldehyde dehydrogenase [NAD(P)+]
rxn36556	aldehyde dehydrogenase [NAD(P)+]
rxn36557	aldehyde dehydrogenase [NAD(P)+]
rxn36558	aldehyde dehydrogenase [NAD(P)+]
rxn36559	aldehyde dehydrogenase [NAD(P)+]
rxn36560	aldehyde dehydrogenase [NAD(P)+]
rxn36561	aldehyde dehydrogenase [NAD(P)+]
rxn36562	aldehyde dehydrogenase [NAD(P)+]
rxn36563	aldehyde dehydrogenase [NAD(P)+]
rxn36564	aldehyde dehydrogenase [NAD(P)+]
rxn36565	aldehyde dehydrogenase [NAD(P)+]
rxn36566	aldehyde dehydrogenase [NAD(P)+]
rxn36567	aldehyde dehydrogenase [NAD(P)+]
rxn36568	aldehyde dehydrogenase [NAD(P)+]
rxn36569	aldehyde dehydrogenase [NAD(P)+]
rxn36570	aldehyde dehydrogenase [NAD(P)+]
rxn36571	aldehyde dehydrogenase [NAD(P)+]
rxn36572	aldehyde dehydrogenase [NAD(P)+]
rxn36573	aldehyde dehydrogenase [NAD(P)+]
rxn36574	aldehyde dehydrogenase [NAD(P)+]
rxn36575	aldehyde dehydrogenase [NAD(P)+]
rxn36576	aldehyde dehydrogenase [NAD(P)+]
rxn36577	aldehyde dehydrogenase [NAD(P)+]
rxn36578	aldehyde dehydrogenase [NAD(P)+]
rxn36579	aldehyde dehydrogenase [NAD(P)+]
rxn36580	aldehyde dehydrogenase [NAD(P)+]
rxn36581	aldehyde dehydrogenase [NAD(P)+]
rxn36582	aldehyde dehydrogenase [NAD(P)+]
rxn36583	aldehyde dehydrogenase [NAD(P)+]
rxn36584	aldehyde dehydrogenase [NAD(P)+]
rxn36585	aldehyde dehydrogenase [NAD(P)+]
rxn36586	aldehyde dehydrogenase [NAD(P)+]
rxn36587	aldehyde dehydrogenase [NAD(P)+]
rxn36588	aldehyde dehydrogenase [NAD(P)+]
rxn36589	aldehyde dehydrogenase [NAD(P)+]
rxn36590	aldehyde dehydrogenase [NAD(P)+]
rxn36591	aldehyde dehydrogenase [NAD(P)+]
rxn36592	aldehyde dehydrogenase [NAD(P)+]
rxn36593	aldehyde dehydrogenase [NAD(P)+]
rxn36594	aldehyde dehydrogenase [NAD(P)+]
rxn36595	aldehyde dehydrogenase [NAD(P)+]
rxn36596	aldehyde dehydrogenase [NAD(P)+]
rxn36597	aldehyde dehydrogenase [NAD(P)+]
rxn36598	aldehyde dehydrogenase [NAD(P)+]
rxn36599	aldehyde dehydrogenase [NAD(P)+]
rxn36600	aldehyde dehydrogenase [NAD(P)+]
rxn36601	aldehyde dehydrogenase [NAD(P)+]
rxn36602	aldehyde dehydrogenase [NAD(P)+]
rxn36603	aldehyde dehydrogenase [NAD(P)+]
rxn36604	aldehyde dehydrogenase [NAD(P)+]
rxn36605	aldehyde dehydrogenase [NAD(P)+]
rxn36606	aldehyde dehydrogenase [NAD(P)+]
rxn36607	aldehyde dehydrogenase [NAD(P)+]
rxn36608	aldehyde dehydrogenase [NAD(P)+]
rxn36609	aldehyde dehydrogenase [NAD(P)+]
rxn36610	aldehyde dehydrogenase [NAD(P)+]
rxn36611	aldehyde dehydrogenase [NAD(P)+]
rxn36612	aldehyde dehydrogenase [NAD(P)+]
rxn36613	aldehyde dehydrogenase [NAD(P)+]
rxn36614	aldehyde dehydrogenase [NAD(P)+]
rxn36615	aldehyde dehydrogenase [NAD(P)+]
rxn36616	aldehyde dehydrogenase [NAD(P)+]
rxn36617	aldehyde dehydrogenase [NAD(P)+]
rxn36618	aldehyde dehydrogenase [NAD(P)+]
rxn36619	aldehyde dehydrogenase [NAD(P)+]
rxn36620	aldehyde dehydrogenase [NAD(P)+]
rxn36621	aldehyde dehydrogenase [NAD(P)+]
rxn36622	aldehyde dehydrogenase [NAD(P)+]
rxn36623	aldehyde dehydrogenase [NAD(P)+]
rxn36624	aldehyde dehydrogenase [NAD(P)+]
rxn36625	aldehyde dehydrogenase [NAD(P)+]
rxn36626	aldehyde dehydrogenase [NAD(P)+]
rxn36627	aldehyde dehydrogenase [NAD(P)+]
rxn36628	aldehyde dehydrogenase [NAD(P)+]
rxn36629	aldehyde dehydrogenase [NAD(P)+]
rxn36630	aldehyde dehydrogenase [NAD(P)+]
rxn36631	aldehyde dehydrogenase [NAD(P)+]
rxn36632	aldehyde dehydrogenase [NAD(P)+]
rxn36633	aldehyde dehydrogenase [NAD(P)+]
rxn36634	aldehyde dehydrogenase [NAD(P)+]
rxn36635	aldehyde dehydrogenase [NAD(P)+]
rxn36636	aldehyde dehydrogenase [NAD(P)+]
rxn36637	aldehyde dehydrogenase [NAD(P)+]
rxn36638	aldehyde dehydrogenase [NAD(P)+]
rxn36639	aldehyde dehydrogenase [NAD(P)+]
rxn36640	aldehyde dehydrogenase [NAD(P)+]
rxn36641	aldehyde dehydrogenase [NAD(P)+]
rxn36642	aldehyde dehydrogenase [NAD(P)+]
rxn36643	aldehyde dehydrogenase [NAD(P)+]
rxn36644	aldehyde dehydrogenase [NAD(P)+]
rxn36645	aldehyde dehydrogenase [NAD(P)+]
rxn36646	aldehyde dehydrogenase [NAD(P)+]
rxn36647	aldehyde dehydrogenase [NAD(P)+]
rxn36648	aldehyde dehydrogenase [NAD(P)+]
rxn36649	aldehyde dehydrogenase [NAD(P)+]
rxn36650	aldehyde dehydrogenase [NAD(P)+]
rxn36651	aldehyde dehydrogenase [NAD(P)+]
rxn36652	aldehyde dehydrogenase [NAD(P)+]
rxn36653	aldehyde dehydrogenase [NAD(P)+]
rxn36654	aldehyde dehydrogenase [NAD(P)+]
rxn36655	benzamidase
rxn36656	benzamidase
rxn36657	BAIAEUBSP-RXN.c.metaexp.NADP_NADPH
rxn36658	BAIAEUBSP-RXN.c.metaexp.NAD_NADH
